Humidity , 12.0 , 1
Humidity , 43.0 , 3
Humidity , 22.0 , 5
Humidity , 74.0 , 7
Humidity , 46.0 , 9
Humidity , 15.0 , 11
Humidity , 15.0 , 13
Humidity , 87.0 , 15
Humidity , 92.0 , 17
Humidity , 15.0 , 19
Humidity , 81.0 , 21
Humidity , 32.0 , 23
Humidity , 21.0 , 25
Humidity , 103.0 , 27
Humidity , 66.0 , 29
Humidity , 94.0 , 31
Humidity , 71.0 , 33
Humidity , 85.0 , 35
Humidity , 29.0 , 37
Humidity , 65.0 , 39
Humidity , 33.0 , 41
Humidity , 104.0 , 43
Humidity , 66.0 , 45
Humidity , 42.0 , 47
Humidity , 30.0 , 49
Humidity , 23.0 , 51
Humidity , 97.0 , 53
Humidity , 101.0 , 55
Humidity , 49.0 , 57
Humidity , 47.0 , 59
Humidity , 93.0 , 61
Humidity , 26.0 , 63
Humidity , 29.0 , 65
Humidity , 45.0 , 67
Humidity , 37.0 , 69
Humidity , 119.0 , 71
Humidity , 60.0 , 73
Humidity , 93.0 , 75
Humidity , 25.0 , 77
Humidity , 109.0 , 79
Humidity , 60.0 , 81
Humidity , 118.0 , 83
Humidity , 50.0 , 85
Humidity , 106.0 , 87
Humidity , 18.0 , 89
Humidity , 64.0 , 91
Humidity , 111.0 , 93
Humidity , 78.0 , 95
Humidity , 81.0 , 97
Humidity , 50.0 , 99
Humidity , 32.0 , 101
Humidity , 66.0 , 103
Humidity , 105.0 , 105
Humidity , 43.0 , 107
Humidity , 18.0 , 109
Humidity , 116.0 , 111
Humidity , 39.0 , 113
Humidity , 76.0 , 115
Humidity , 47.0 , 117
Humidity , 88.0 , 119
Humidity , 68.0 , 121
Humidity , 64.0 , 123
Humidity , 75.0 , 125
Humidity , 40.0 , 127
Humidity , 96.0 , 129
Humidity , 60.0 , 131
Humidity , 40.0 , 133
Humidity , 79.0 , 135
Humidity , 111.0 , 137
Humidity , 84.0 , 139
Humidity , 90.0 , 141
Humidity , 72.0 , 143
Humidity , 23.0 , 145
Humidity , 33.0 , 147
Humidity , 34.0 , 149
Humidity , 31.0 , 151
Humidity , 73.0 , 153
Humidity , 114.0 , 155
Humidity , 58.0 , 157
Humidity , 62.0 , 159
Humidity , 12.0 , 161
Humidity , 15.0 , 163
Humidity , 93.0 , 165
Humidity , 64.0 , 167
Humidity , 92.0 , 169
Humidity , 41.0 , 171
Humidity , 42.0 , 173
Humidity , 68.0 , 175
Humidity , 33.0 , 177
Humidity , 49.0 , 179
Humidity , 89.0 , 181
Humidity , 72.0 , 183
Humidity , 75.0 , 185
Humidity , 33.0 , 187
Humidity , 109.0 , 189
Humidity , 118.0 , 191
Humidity , 42.0 , 193
Humidity , 108.0 , 195
Humidity , 11.0 , 197
Humidity , 55.0 , 199
Humidity , 72.0 , 201
Humidity , 29.0 , 203
Humidity , 23.0 , 205
Humidity , 87.0 , 207
Humidity , 12.0 , 209
Humidity , 99.0 , 211
Humidity , 49.0 , 213
Humidity , 84.0 , 215
Humidity , 49.0 , 217
Humidity , 102.0 , 219
Humidity , 107.0 , 221
Humidity , 20.0 , 223
Humidity , 48.0 , 225
Humidity , 55.0 , 227
Humidity , 84.0 , 229
Humidity , 26.0 , 231
Humidity , 21.0 , 233
Humidity , 81.0 , 235
Humidity , 116.0 , 237
Humidity , 42.0 , 239
Humidity , 45.0 , 241
Humidity , 60.0 , 243
Humidity , 10.0 , 245
Humidity , 37.0 , 247
Humidity , 39.0 , 249
Humidity , 68.0 , 251
Humidity , 85.0 , 253
Humidity , 14.0 , 255
Humidity , 38.0 , 257
Humidity , 108.0 , 259
Humidity , 100.0 , 261
Humidity , 15.0 , 263
Humidity , 12.0 , 265
Humidity , 80.0 , 267
Humidity , 39.0 , 269
Humidity , 91.0 , 271
Humidity , 65.0 , 273
Humidity , 113.0 , 275
Humidity , 73.0 , 277
Humidity , 118.0 , 279
Humidity , 102.0 , 281
Humidity , 40.0 , 283
Humidity , 12.0 , 285
Humidity , 39.0 , 287
Humidity , 51.0 , 289
Humidity , 76.0 , 291
Humidity , 95.0 , 293
Humidity , 108.0 , 295
Humidity , 111.0 , 297
Humidity , 84.0 , 299
Humidity , 48.0 , 301
Humidity , 63.0 , 303
Humidity , 55.0 , 305
Humidity , 108.0 , 307
Humidity , 18.0 , 309
Humidity , 28.0 , 311
Humidity , 87.0 , 313
Humidity , 75.0 , 315
Humidity , 39.0 , 317
Humidity , 114.0 , 319
Humidity , 54.0 , 321
Humidity , 42.0 , 323
Humidity , 42.0 , 325
Humidity , 31.0 , 327
Humidity , 80.0 , 329
Humidity , 19.0 , 331
Humidity , 93.0 , 333
